,Zygote,2-cell,4-cell,8-cell,Morula,Blastocyst
Prkab1,0.91153017,0.902499508,0.855143701,0.961292977,1.074388662,1.295144984
Ncapd2,0.51427838,0.675604536,0.982682796,0.959551699,1.008776926,1.859105664
Mga,0.502760372,0.488539713,0.917320824,0.698923111,1.154140774,2.238315207
Gm6941,0.384130269,0.439626987,0.597471212,0.758241209,1.188032938,2.632497388
Ppil1,0.782130982,0.808722223,0.845656801,0.908927204,1.074823582,1.579739209
Top2a,0.645654749,0.659051819,0.894675812,0.999102048,1.2742596,1.527255973
Pdap1,0.712927286,0.800219613,0.898002465,0.892526469,1.055883773,1.640440396
Ddx10,0,0,1.211360782,0.770966238,1.40364641,2.614026571
Xpo1,0.709217596,0.754417233,0.919374452,1.036737647,1.175865117,1.404387957
6430527G18Rik,0.525546595,0.524076395,0.697450816,0.854704008,1.12047457,2.277747619
Spnb3,0.540396789,0.596405903,0.616588849,0.88733332,1.540288768,1.818986372
Wdr74,0.721818316,0.879422955,0.776642878,0.880829307,1.278522751,1.462763795
Polr1c,0.387463394,0.537833935,0.882035507,0.923671081,1.442543648,1.826452437
Pdcd2,0.837313436,0.788360556,0.862562974,0.85409189,1.123529158,1.534141986
Bdh1,0.6943923,0.876480477,0.914752521,1.021617442,1.015735932,1.47702133
Frg1,0.456324699,0.573206101,0.829466161,0.855488099,1.069765118,2.215749823
AU019823,0.694437076,0.583436643,0.867970689,0.687401364,1.408876722,1.757877508
Epn2,0.761502235,0.92591319,0.915609698,0.985972813,1.027295892,1.383706173
Prosc,0.656249234,0.804639997,0.864502136,0.985177327,1.242867977,1.44656333
Shmt1,0.60547575,0.71504124,1.024714907,1.011928126,1.056336555,1.586503424
Kin,0.372610496,0.50948175,1.065380636,0.917643749,1.093057446,2.041825925
Elp3,0.703678019,0.821936846,0.688963419,0.893462666,1.153459512,1.738499539
Kri1,0.40497431,0.450576353,0.801013642,1.133439792,1.330934322,1.879061583
Dhx9,0.540249708,0.505312123,0.678870545,0.798071942,1.168711021,2.308784661
Tep1,0.756314082,0.844752254,0.972686297,0.890522369,1.189341257,1.346383742
Them4,0.76614791,0.829004262,0.980799063,0.976874269,1.139808682,1.307365814
Fscn1,0.526869329,0.672783223,0.582997908,1.119415793,1.098567802,1.999365945
Tmem49,0.458567325,0.235893115,0.222675655,0.697275963,1.456419781,2.929168163
Cul5,0.633602599,0.708144889,0.658413505,0.817801157,1.4539652,1.728072651
Leng8,0.33389508,0.445714384,0.595260168,0.872759384,1.1239079,2.628463086
Usp48,0.556672527,0.471674007,0.500155435,0.691352067,1.336372057,2.443773909
Polr1d,0.251997697,0.317293293,0.794874312,0.927847283,1.590745688,2.117241729
Rnf213,0.507338966,0.678360588,0.733976194,0.921053537,1.436561851,1.722708865
Endog,0.729954767,0.662930514,0.60167028,0.856015673,1.236608448,1.912820319
Ddx39,0.327445646,0.456798995,0.649348446,0.720311209,1.194366463,2.651729242
Pa2g4,0.503958594,0.54725893,0.788757129,0.975768802,1.418151424,1.766105123
Mtap7,0.662659599,0.660184329,0.581637258,0.734746729,1.335964103,2.024807983
Ddx27,0.381177471,0.457355748,0.624049757,0.722024098,1.213241085,2.602151844
Tnpo3,0.493049816,0.589214391,0.935930829,1.020422521,1.265364267,1.696018176
Ccdc126,0.608342054,0.797266038,0.922952588,1.051489782,1.135611046,1.484338494
Parg,0.799364842,0.659316806,0.802755893,0.885119557,1.310362514,1.543080391
Srsf2,0.477857288,0.534608952,0.604616402,0.711538076,1.250656444,2.42072284
Rnps1,0.699211743,0.69568435,0.787453533,0.79368337,1.169370654,1.854596352
Hmmr,0.389173686,0.643673966,0.893615992,0.795301108,1.113883604,2.164351646
Poldip3,0.314501966,0.63485791,0.63882281,0.712174532,1.221384245,2.47825854
Fam195a,0.136353688,0.145069557,0.502047951,0.811688143,1.905823975,2.499016688
Ruvbl2,0.910872751,0.956769581,0.934892288,0.989361472,1.072588019,1.135515891
Gpkow,0.398658587,0.367995984,0.842727583,0.980288686,1.451411058,1.958918104
Ctdp1,0.447672978,0.581410162,0.738287172,0.839902785,1.113378064,2.279348841
Ipo7,0.495917755,0.55035476,0.721642022,0.958312856,1.460529344,1.813243263
Ranbp3,0.664010688,0.734142633,0.807390248,0.900847367,1.081271461,1.812337604
Aacs,0.393401304,0.504152151,0.696023629,0.917566788,1.544948805,1.943907324
Apool,0.84437281,0.842660879,0.912917844,1.063952165,1.044451354,1.291644949
Tbl2,0.713598377,0.668523011,0.853359015,0.966503998,1.047700955,1.750314646
Eif4b,0.762830565,0.796172248,0.792221424,0.910111279,1.100442243,1.638222243
Cct4,0.909873555,0.922430211,0.962651463,1.002438736,1.006682414,1.195923622
Atg7,0.713083046,0.707561414,0.770435279,0.927051863,1.330863688,1.551004711
Nol9,0.434436056,0.423979581,0.563156522,0.809892763,1.197658366,2.570876713
Sgpp1,0.240519647,0.354881591,0.459294699,0.68389535,1.282835387,2.978573327
Srpk1,0.807969199,0.866207238,0.869285866,0.94677969,1.190993878,1.31876413
Ccs,0.958261087,0.924342064,0.959196086,1.011555885,1.02264878,1.1239961
Utp6,0.722223463,0.824898496,0.790850058,0.888979329,1.111742088,1.661306567
Dhx16,0.640602466,0.780049272,0.865792736,0.888678419,1.073223059,1.751654049
Pnp,0.533981122,0.83947372,0.936455974,0.95105485,1.149778216,1.589256119
Prpf38b,0.850498777,0.724063168,0.9223048,0.942869442,1.076085168,1.484178646
Bod1l,0.627803844,0.766001961,0.997375631,0.994726584,1.092972314,1.521119667
Ncoa3,0.522008227,0.417474378,0.448074336,0.722346705,1.351752084,2.53834427
Ints2,0.710843392,0.771559224,0.769405877,0.862341843,1.13345241,1.752397256
Hexb,0.513388356,0.658477022,0.795505826,1.057654727,1.037779215,1.937194854
Dido1,0.418789643,0.507084241,0.778351349,0.858520562,1.098387972,2.338866234
Mcg1038069,0.792519506,0.848573844,0.973146569,1.011356113,1.022821109,1.35158286
Eif3e,0.611326299,0.592054196,0.684078094,0.804629708,1.188492773,2.119418932
Hp,0.113427567,0.263555679,1.053222072,0.663031826,1.451278768,2.455484089
Pnn,0.411093152,0.727021948,0.856782194,0.815396447,1.137571213,2.052135047
Ctsa,0.299180362,0.412859616,0.433162226,0.806003814,1.240529538,2.808264444
Bhmt,0.243649555,0.255709415,0.231825991,0.396363153,1.801364022,3.071087865
Eif2b3,0.821115139,0.947506146,0.92981038,0.974228095,1.088805248,1.238534994
Myo1b,0.666883226,0.557242579,0.656701889,0.736366279,1.437801112,1.945004917
Pes1,0.399535495,0.440437359,0.625779153,0.709574671,1.238203131,2.586470194
Nampt,0.578120542,0.752036471,0.906281291,1.025600498,1.050787938,1.687173259
Emg1,0.337483453,0.290606508,0.547419789,0.656355993,1.299868708,2.868265551
Bola1,0.457920014,0.688569745,0.916708555,0.955574641,1.276143372,1.705083673
Rrm2,0.679444372,0.788495171,0.78042859,0.849901833,1.316965756,1.58476428
Phb,0.880422586,0.897788715,0.921169521,0.981081602,1.02685597,1.292681608
Rps28,0.527084757,0.432770453,0.480435791,0.774391294,1.310247576,2.47507013
Nolc1,0.389313562,0.403472398,0.605285433,0.961072043,1.566593958,2.074262607
Arfgap2,0.4779462,0.58287012,0.629344888,0.83546193,1.170644381,2.303732482
Morc2a,0.480879572,0.428863669,0.859187475,0.900182674,1.430615201,1.900271411
Smg7,0.552531197,0.315597341,0.552462962,0.692544199,1.370903052,2.51596125
Polr2h,0.436899452,0.48173197,0.788416123,0.919506458,1.466385641,1.907060359
Sumo1,0.663806778,0.616272434,0.611898645,0.80802285,1.270783019,2.029216276
Cse1l,0.876132844,0.853823379,0.937444302,1.023962692,1.080507863,1.228128921
Tmem41b,0.274674247,0.187549003,0.321166232,0.545644028,1.496341924,3.174624568
Adrm1,0.830261633,0.807580357,0.817662823,0.880480309,1.199525253,1.464489626
Yme1l1,0.546983075,0.536462843,0.604750117,0.757088744,1.255643964,2.299071258
Rbm17,0.633359625,0.692777729,0.842475504,0.900361464,1.07793644,1.85308924
Gabpa,0.314374187,0.616524484,0.839483831,0.855987065,1.124100214,2.24953022
Cbl,0.595628338,0.873619887,0.844380155,0.900849406,1.205027029,1.580495186
Tcf25,0.709169745,0.654267461,0.697062825,0.970817732,1.313237961,1.655444277
Stam2,0.471854031,0.541864947,0.664590219,0.98347665,1.449551111,1.888663044
Gulo,0.328721332,0.319772443,0.381161006,0.657820085,1.785571768,2.526953367
Ercc2,0.2416289,0.260244277,0.293503168,1.123524452,1.580787869,2.500311335
Clpx,0.5242701,0.564503576,0.69121944,1.002388234,1.401275372,1.81634328
Eif2s1,0.839723794,0.875556505,0.966489472,0.93194371,1.047175193,1.339111328
Eif2b5,0.866373305,0.817426472,0.833801682,0.95615606,1.09602111,1.430221373
Larp1,0.396434012,0.43433595,0.707490664,0.877720443,1.554366689,2.029652245
Abhd10,0.82539131,0.866669327,0.971715648,0.976916708,1.10699098,1.252316028
Xpo4,0.697395496,0.869323338,0.870204185,0.987533117,1.059217881,1.516325984
Cript,0.365125297,0.686042524,0.815051995,0.766076495,1.1899088,2.177794889
Srsf5,0.304714858,0.391355346,0.645144764,0.677776632,1.248386312,2.732622089
Cul2,0.870134802,0.848077702,0.880014948,0.960940561,1.058606718,1.382225271
Chtf18,0.714086648,0.678953713,0.789482602,0.933361465,1.092445163,1.79167041
Xpnpep1,0.445515704,0.565835463,0.801665459,0.88734912,1.09686186,2.202772395
Eif3a,0.634571174,0.626065132,0.692012299,0.822397244,1.189811765,2.035142388
Smc5,0.655239686,0.689871549,0.672976608,0.905171193,1.154999359,1.921741608
Mrpl22,0.701586246,0.839142501,0.896104615,1.043593594,1.09272615,1.426846896
Sdad1,0.331217229,0.377291076,0.846988227,0.986189684,1.412602012,2.045711774
Leo1,0.735327735,0.692459454,0.717814042,0.9798198,1.123311793,1.751267178
Med6,0.730723438,0.48296814,0.687883364,0.908392631,1.256228657,1.933803771
Stoml2,0.907097567,0.952161682,0.946814541,1.012586232,1.025293711,1.156046268
G3bp1,0.309685268,0.402716787,0.589581258,0.713758863,1.24464528,2.739612546
Rbm27,0.641840432,0.784493514,0.737665891,0.943907242,1.111073419,1.781019503
Znhit6,0.704508088,0.667483005,0.978767569,0.907757061,1.179874656,1.561609623
Pgd,0.614849827,0.659604957,0.791808553,0.908438781,1.091695947,1.933601937
Nufip2,0.60574655,0.780246706,0.826627722,0.942507237,1.273918164,1.570953622
Pcyt2,0.433737916,0.465819724,0.725684684,0.885386572,1.508664566,1.980706539
Rrp1,0.182739406,0.249349091,0.434544966,0.604586583,1.367550364,3.161229592
Lemd3,0.386129571,0.512806219,0.828732745,1.058556707,1.297100178,1.916674583
Farsa,0.749836751,0.876184951,0.9061053,1.003158169,1.048285572,1.416429257
Vrk1,0.607475953,0.638094447,0.728528284,0.952004412,1.099517943,1.974378962
-,0.714502707,0.758922744,0.856492933,0.867085183,1.10561918,1.697377254
Mkrn1,0.326280741,0.483578999,0.557853557,0.862195297,1.604516571,2.165574837
Bag3,0.26307626,0.348152859,0.499713358,0.560564222,1.410521974,2.917971329
Umps,0.673528653,0.705942192,0.844497611,1.029349746,1.215158611,1.531523187
Txlna,0.726959563,0.764405886,0.928285177,0.901828181,1.074134742,1.604386452
Pdhb,0.777538023,0.863943259,0.851188957,0.928984147,1.080189666,1.498155949
Ppp6r3,0.68979165,0.768649013,0.856721473,0.824239899,1.145201211,1.715396755
Idh3g,0.744387829,0.742916412,0.770564813,1.056222263,1.124951613,1.560957072
Eif3i,0.650701487,0.591030905,0.658728298,0.821455167,1.229357085,2.048727059
Arfgap1,0.584192519,0.619365686,0.716568148,0.800024274,1.186899339,2.092950035
Eif3d,0.658090156,0.622646415,0.685172287,0.826144296,1.209960721,1.997986126
Sumo2,0.667081957,0.562663677,0.621039239,0.82896381,1.369369367,1.950881951
Nol11,0.351218854,0.432043587,0.555942497,0.775351567,1.644047127,2.24139637
Rbm39,0.427830912,0.490262681,0.617529148,0.743499246,1.239719924,2.48115809
Mtrr,0.365350719,0.454409262,0.52486746,0.723481107,1.288072129,2.643819323
Rngtt,0.208642286,0.370873518,0.890374523,0.966279398,1.362197501,2.201632776
Bclaf1,0.52322718,0.674438728,0.885161162,0.967742278,1.084064921,1.865365733
Pip4k2c,0.884231646,0.832517446,0.924990588,0.918220355,1.106729139,1.333310826
Rprd1b,0.538254595,0.586524879,0.743811075,0.841193911,1.143975065,2.146240477
Ctnnbl1,0.3630526,0.494433128,0.924032622,0.890108163,1.161245085,2.167128404
Mdh2,0.794894077,0.828997888,0.905480722,1.020277521,1.03902253,1.411327264
Dmgdh,0.518024497,0.453770318,0.520336094,0.701061311,1.450560865,2.356246916
Eif3l,0.6516848,0.593700856,0.658949018,0.852831383,1.21276973,2.030064214
Lamp2,0.474140511,0.547075658,0.741967643,1.039309915,1.338403454,1.859102821
LOC100047252,0.345698768,0.370031081,0.577186889,0.72136616,1.657457262,2.328259841
Mybbp1a,0.250185993,0.273812631,0.457704843,0.698203605,1.316104556,3.003988374
Trnt1,0.699916551,0.812340781,0.906956501,0.913584805,1.075467279,1.591734084
Itfg3,0.511870417,0.54562654,0.631569958,0.782351795,1.23027623,2.29830506
Pgm3,0.679108476,0.73824309,0.945744277,0.961619625,1.072534128,1.602750404
Nme1,0.469994437,0.531600257,0.556112665,0.744799506,1.298740158,2.398752979
Ssbp1,0.774839602,0.703110596,0.825346137,1.013482444,1.181176098,1.502045125
Med23,0.700145815,0.538947728,0.71302544,0.863861026,1.225459935,1.958560057
Mphosph10,0.424474462,0.512663543,0.699862321,0.798085823,1.178426505,2.386487348
Psmb3,0.870611193,0.84236741,0.90299821,0.996966826,1.045149874,1.341906488
Lyar,0.196340606,0.253357794,0.64811365,0.601276012,1.330159589,2.970752352
Rsl1d1,0.518987244,0.534119393,0.693443667,0.740804022,1.24276955,2.269876124
Pom121,0.613435503,0.743708652,0.823801075,1.013079678,1.075800335,1.73017476
Wdr3,0.255995703,0.305962358,0.854013121,0.77987497,1.515973411,2.288180438
Lsm12,0.295319801,0.310329624,0.510055191,0.816501347,1.678701638,2.389092401
Nubp2,0.713705068,0.71223724,0.874296286,0.874547788,1.106981172,1.718232448
Prmt5,0.5574823,0.561595873,0.691313286,0.975651909,1.376275855,1.837680779
Rod1,0.454827482,0.50653867,0.584453383,0.790438931,1.237487969,2.426253567
Abcf2,0.416172303,0.594840003,0.842428958,0.942197479,1.342984106,1.861377154
Ptpn23,0.831670283,0.913351393,0.914003899,0.928979118,1.078547313,1.333447996
Trrap,0.709848061,0.80795138,0.880987319,1.04006907,1.092907057,1.468237115
Eif3m,0.823183788,0.755411046,0.810011747,0.921817617,1.175691578,1.513884226
Dtymk,0.773562628,0.798845957,0.863465932,0.922880657,1.076090297,1.56515453
Ppid,0.793522882,0.862507913,0.969419566,0.97240382,1.09331893,1.30882689
Znrd1,0.3878863,0.458965132,0.488840601,0.890731799,1.547281703,2.226294468
Agpat9,0.482768226,0.469622945,0.498592776,0.761062443,1.501626222,2.28632739
Luc7l2,0.702341389,0.643570221,0.726615028,0.870976947,1.180345496,1.876150921
Rprd1a,0.582582906,0.671325555,0.853475459,1.016491702,1.228517248,1.647607132
D19Bwg1357e,0.230755308,0.284173666,0.505459994,0.708465578,1.292168916,2.978976541
Paics,0.67066651,0.71165482,0.779092361,0.833003953,1.164767923,1.840814435
Ddx20,0.31122837,0.69698523,0.80564838,0.846788922,1.280143917,2.059205184
Ormdl3,0.431379331,0.480135301,0.537015553,0.739396798,1.30625931,2.505813708
Ccdc124,0.713439935,0.741020026,0.824911225,0.901388508,1.266479676,1.552760631
Spty2d1,0.624544707,0.604198382,0.809369967,0.770289457,1.336976638,1.854620851
Srsf7,0.595985039,0.548368307,0.712951911,0.811113338,1.201108216,2.130473191
Seh1l,0.73608047,0.791846485,0.832724894,1.027547356,1.074465991,1.537334806
Ubxn1,0.517022285,0.584335477,0.647181081,0.911874403,1.422855385,1.916731371
Denr,0.753065987,0.741743259,0.870197484,1.002147908,1.062874649,1.569970714
Naa38,0.664217447,0.797734663,0.806136413,0.90488339,1.111169685,1.715858403
Gtpbp4,0.236673138,0.299891708,0.538072844,0.664518402,1.315174262,2.945669647
Ipo4,0.576831965,0.637363518,0.805779195,0.956256733,1.315741956,1.708026635
Purb,0.490671744,0.490557392,0.657176557,1.083644687,1.19824466,2.079704961
1110054O05Rik,0.381609851,0.440344976,0.60624525,0.782008214,1.225089639,2.564702071
Noc2l,0.464388002,0.486098645,0.622037999,0.816991189,1.209435148,2.401049018
Bat2l,0.28903275,0.347296268,0.374333587,0.655002176,1.459226418,2.875108802
Hdac2,0.673363486,0.684210531,0.676468522,0.875872877,1.214690236,1.87539435
Psmb4,0.887066638,0.851331252,0.924283187,0.976493006,1.046705651,1.314120268
Uck2,0.614801525,0.833135648,0.869881035,0.932788701,1.164961232,1.584431862
Nob1,0.400956645,0.556030824,0.800407324,1.002110569,1.324498753,1.915995887
Kifc5b,0.609988485,0.767516688,0.882048463,0.827815763,1.183687928,1.728942675
Nip7,0.648499478,0.680566259,0.928762401,0.967110022,1.188413613,1.586648227
Cebpz,0.195042507,0.297601213,0.593734623,0.736745465,1.248703446,2.928172748
Jmjd6,0.238930283,0.376292322,0.835132394,0.87759195,1.447697096,2.224355956
Bysl,0.386908244,0.437728751,0.578793332,0.811503825,1.223235331,2.561830518
Wdr4,0.354633887,0.354683139,0.444912492,0.731177426,1.355345238,2.759247819
1700021F05Rik,0.539975266,0.696073562,0.803255889,1.005214292,1.25207817,1.703402824
Hnrnpa2b1,0.59895209,0.581927581,0.748230476,0.797156698,1.202167294,2.071565863
Ddx5,0.505922332,0.513255408,0.754741185,0.719328201,1.268119577,2.238633298
Mfsd7c,0.428218414,0.555552105,0.646143619,0.681586248,1.349921053,2.338578563
Ddx52,0.46827785,0.444574655,0.897738808,0.809979187,1.316508146,2.062921356
Med9,0.740962688,0.841236316,0.930435277,0.911457136,1.150849775,1.425058809
Spag9,0.625330399,0.524562695,0.632686985,0.855117609,1.35566868,2.006633634
Hprt,0.204522715,0.24549356,0.408423527,0.61105615,1.730363412,2.800140638
Etf1,0.819021179,0.800160469,0.93513219,0.976706172,1.12740549,1.341574502
Zbtb10,0.49510449,0.523233127,0.901108831,0.953942909,1.243987322,1.882623323
Prpsap2,0.367343605,0.43210839,0.565025633,0.89454755,1.533780305,2.207194518
Phgdh,0.442190704,0.494306636,0.618618936,0.948050049,1.447014386,2.049819289
Zmpste24,0.374254272,0.386274111,0.444635184,0.696864239,1.427248849,2.670723346
Atic,0.63595084,0.786067681,0.877256004,1.004836282,1.111686477,1.584202717
Diablo,0.729241546,0.756401528,0.803470453,1.027112852,1.157575426,1.526198196
Hsdl1,0.817227264,0.884966838,0.923289491,1.011608274,1.067106977,1.295801156
Rrp15,0.206134838,0.3271048,0.802985241,0.96100017,1.395393382,2.30738157
Nucks1,0.406529542,0.56623269,0.68930012,0.834716335,1.17843722,2.324784095
Drg1,0.55157637,0.587264895,0.752107358,0.943748894,1.349466725,1.815835758
Klhdc4,0.449041112,0.503281142,0.612683137,0.738744733,1.285953596,2.410296282
Eif3c,0.595639828,0.611662972,0.721863704,0.838630109,1.178483252,2.053720137
Wdr36,0.451524885,0.402506835,0.789097405,0.765069257,1.245058224,2.346743396
1810022K09Rik;Gm4540,0.700231158,0.679775544,0.863114363,0.944969311,1.234821444,1.577088181
Mta2,0.445988771,0.632434423,0.882788905,0.94334916,1.225141969,1.870296774
Yipf3,0.721553792,0.736170307,0.760794804,0.89805316,1.150593573,1.732834366
Nmd3,0.684306364,0.616562664,0.90654419,0.925120721,1.189403868,1.678062196
Luc7l,0.549211112,0.517058387,0.625230621,0.78282099,1.286864534,2.238814358
Ghitm,0.814487641,0.759554053,0.901552357,0.982017365,1.133483441,1.408905145
Gm5616,0.396772739,0.488906869,0.683704406,0.775631658,1.215827309,2.439157021
Slc25a11,0.719996189,0.709653431,0.807092565,0.973417942,1.094090168,1.695749707
Prpsap1,0.430117672,0.577472088,0.689009592,0.933491708,1.401014718,1.968894223
Dync1li2,0.632525214,0.709688685,0.67049755,0.918576327,1.20952906,1.859183165
Tsr1,0.31946032,0.319582693,0.608182401,0.890040027,1.551380547,2.311354014
Sf3b4,0.546204863,0.644312924,0.680985908,0.857560216,1.368482947,1.902453143
Esf1,0.409869854,0.528270123,0.878889123,0.945369874,1.212759129,2.024841897
Nop2,0.546955195,0.614038705,0.91810117,0.92545996,1.182287941,1.813157029
Eif3f,0.622363906,0.615275265,0.730266816,0.822417633,1.203367958,2.006308422
Dimt1,0.461083106,0.603302515,0.900926059,0.896009176,1.206204467,1.932474678
Dohh,0.531491622,0.566519318,0.776885535,0.842671326,1.158667243,2.123764958
